alias,category,weapon_system,system_name,weapon_type,magazine,ammo_slot,ammo,count
wp_bpk_kara,vessels,WeaponSystem7,RBU6000,RBU,WeaponMagazine_RBU6000_Starboard,Ammunition1,wp_rgb-60,72
wp_bpk_kara,vessels,WeaponSystem8,RBU1000,RBU,WeaponMagazine_RBU1000_Port,Ammunition1,wp_rgb-10,30
wp_bpk_kara,vessels,WeaponSystem9,RBU1000,RBU,WeaponMagazine_RBU1000_Starboard,Ammunition1,wp_rgb-10,30
wp_bpk_kara,vessels,WeaponSystem14+WeaponSystem15+WeaponSystem16+WeaponSystem17,AK630,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,20000
wp_bpk_kara,vessels,WeaponSystem18,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bpk_kashin,vessels,WeaponSystem1,SA-N-1,Missile,WeaponMagazine_SA-N-1_1,Ammunition1,wp_sa-n-1c,16
wp_bpk_kashin,vessels,WeaponSystem2,SA-N-1,Missile,WeaponMagazine_SA-N-1_2,Ammunition1,wp_sa-n-1c,16
wp_bpk_kashin,vessels,,,,WeaponMagazine_SA-N-1Early_1,Ammunition1,wp_sa-n-1,16
wp_bpk_kashin,vessels,,,,WeaponMagazine_SA-N-1Early_2,Ammunition1,wp_sa-n-1,16
wp_bpk_kashin,vessels,WeaponSystem3,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,48
wp_bpk_kashin,vessels,WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_bpk_kashin,vessels,WeaponSystem5,RBU1000,RBU,WeaponMagazine_RBU1000_port,Ammunition1,wp_rgb-10,30
wp_bpk_kashin,vessels,WeaponSystem6,RBU1000,RBU,WeaponMagazine_RBU1000_starboard,Ammunition1,wp_rgb-10,30
wp_bpk_kashin,vessels,WeaponSystem8,AK726,Gun,WeaponMagazine_AK726_1,Ammunition1,wp_cal_76mm,525
wp_bpk_kashin,vessels,WeaponSystem9,AK726,Gun,WeaponMagazine_AK726_2,Ammunition1,wp_cal_76mm,525
wp_bpk_kashin,vessels,WeaponSystem10,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bpk_kashin_mod,vessels,WeaponSystem1,SA-N-1,Missile,WeaponMagazine_SA-N-1_1,Ammunition1,wp_sa-n-1c,16
wp_bpk_kashin_mod,vessels,WeaponSystem2,SA-N-1,Missile,WeaponMagazine_SA-N-1_2,Ammunition1,wp_sa-n-1c,16
wp_bpk_kashin_mod,vessels,WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,48
wp_bpk_kashin_mod,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_bpk_kashin_mod,vessels,WeaponSystem7,AK726,Gun,WeaponMagazine_AK726_1,Ammunition1,wp_cal_76mm,525
wp_bpk_kashin_mod,vessels,WeaponSystem8,AK726,Gun,WeaponMagazine_AK726_2,Ammunition1,wp_cal_76mm,525
wp_bpk_kashin_mod,vessels,WeaponSystem9+WeaponSystem10+WeaponSystem11+WeaponSystem12,AK630,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,20000
wp_bpk_kashin_mod,vessels,WeaponSystem13,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bpk_kresta2,vessels,WeaponSystem1,SA-N-3,Missile,WeaponMagazine_SA-N-3_1,Ammunition1,wp_sa-n-3,24
wp_bpk_kresta2,vessels,WeaponSystem2,SA-N-3,Missile,WeaponMagazine_SA-N-3_2,Ammunition1,wp_sa-n-3,24
wp_bpk_kresta2,vessels,WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,72
wp_bpk_kresta2,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,72
wp_bpk_kresta2,vessels,WeaponSystem6,RBU1000,RBU,WeaponMagazine_RBU1000_port,Ammunition1,wp_rgb-10,30
wp_bpk_kresta2,vessels,WeaponSystem7,RBU1000,RBU,WeaponMagazine_RBU1000_starboard,Ammunition1,wp_rgb-10,30
wp_bpk_kresta2,vessels,WeaponSystem10,AK725,Gun,WeaponMagazine_AK725_1,Ammunition1,wp_cal_57mm,1100
wp_bpk_kresta2,vessels,WeaponSystem11,AK725,Gun,WeaponMagazine_AK725_2,Ammunition1,wp_cal_57mm,1100
wp_bpk_kresta2,vessels,WeaponSystem12+WeaponSystem13+WeaponSystem14+WeaponSystem15,AK630,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,20000
wp_bpk_kresta2,vessels,WeaponSystem16,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bpk_udaloy,vessels,WeaponSystem1,SA-N-9,Missile,WeaponMagazine_SA-N-9_1,Ammunition1,wp_sa-n-9,32
wp_bpk_udaloy,vessels,WeaponSystem2,SA-N-9,Missile,WeaponMagazine_SA-N-9_2,Ammunition1,wp_sa-n-9,32
wp_bpk_udaloy,vessels,WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000,Ammunition1,wp_rgb-60,48
wp_bpk_udaloy,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_bpk_udaloy,vessels,WeaponSystem8,100mm_AK-100,Gun,WeaponMagazine_AK100_1,Ammunition1,wp_cal_100mm,350
wp_bpk_udaloy,vessels,WeaponSystem9,100mm_AK-100,Gun,WeaponMagazine_AK100_2,Ammunition1,wp_cal_100mm,350
wp_bpk_udaloy,vessels,WeaponSystem14,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_cv_orel,vessels,WeaponSystem1,SA-N-7,Missile,WeaponMagazine_SA-N-7_1,Ammunition1,wp_sa-n-7,20
wp_cv_orel,vessels,WeaponSystem2,SA-N-7,Missile,WeaponMagazine_SA-N-7_2,Ammunition1,wp_sa-n-7,20
wp_cv_orel,vessels,WeaponSystem3,SA-N-4,Missile,WeaponMagazine_SA-N-4_1,Ammunition1,wp_sa-n-4,20
wp_cv_orel,vessels,WeaponSystem4,SA-N-4,Missile,WeaponMagazine_SA-N-4_2,Ammunition1,wp_sa-n-4,20
wp_cv_orel,vessels,WeaponSystem6,RBU6000,RBU,WeaponMagazine_RBU6000_1,Ammunition1,wp_rgb-60,72
wp_cv_orel,vessels,WeaponSystem7,RBU6000,RBU,WeaponMagazine_RBU6000_2,Ammunition1,wp_rgb-60,72
wp_cv_orel,vessels,WeaponSystem8,RBU6000,RBU,WeaponMagazine_RBU6000_3,Ammunition1,wp_rgb-60,72
wp_cv_orel,vessels,WeaponSystem9,RBU6000,RBU,WeaponMagazine_RBU6000_4,Ammunition1,wp_rgb-60,72
wp_cv_orel,vessels,WeaponSystem10+WeaponSystem11,AK630,CIWS,WeaponMagazineCIWS_1,Ammunition1,wp_cal_30mm,20000
wp_cv_orel,vessels,WeaponSystem12+WeaponSystem13,AK630,CIWS,WeaponMagazineCIWS_2,Ammunition1,wp_cal_30mm,20000
wp_cv_orel,vessels,WeaponSystem14+WeaponSystem15+WeaponSystem16+WeaponSystem17,AK630,CIWS,WeaponMagazineCIWS_3,Ammunition1,wp_cal_30mm,40000
wp_cv_orel,vessels,WeaponSystem18+WeaponSystem19,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,40
wp_cv_orel,vessels,WeaponSystem20+WeaponSystem21,VesselChaff,Chaff,ChaffMagazine,Ammunition1,usn_rr144_chaff,68
wp_em_sovremenny,vessels,WeaponSystem1,SA-N-7,Missile,WeaponMagazine_SA-N-7_1,Ammunition1,wp_sa-n-7,24
wp_em_sovremenny,vessels,WeaponSystem2,SA-N-7,Missile,WeaponMagazine_SA-N-7_2,Ammunition1,wp_sa-n-7,24
wp_em_sovremenny,vessels,WeaponSystem6,RBU1000,RBU,WeaponMagazine_RBU1000_port,Ammunition1,wp_rgb-10,30
wp_em_sovremenny,vessels,WeaponSystem5,RBU1000,RBU,WeaponMagazine_RBU1000_starboard,Ammunition1,wp_rgb-10,30
wp_em_sovremenny,vessels,WeaponSystem9,130mm_AK-130,Gun,WeaponMagazine_AK130_1,Ammunition1,wp_cal_130mm,500
wp_em_sovremenny,vessels,WeaponSystem10,130mm_AK-130,Gun,WeaponMagazine_AK130_2,Ammunition1,wp_cal_130mm,500
wp_em_sovremenny,vessels,WeaponSystem11+WeaponSystem12+WeaponSystem13+WeaponSystem14,AK630,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,20000
wp_em_sovremenny,vessels,WeaponSystem15,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_kr_sverdlov,vessels,WeaponSystem1,152mm_B-38,Gun,WeaponMagazine_152mm_1,Ammunition1,wp_cal_152mm,549
wp_kr_sverdlov,vessels,WeaponSystem2,152mm_B-38,Gun,WeaponMagazine_152mm_2,Ammunition1,wp_cal_152mm,549
wp_kr_sverdlov,vessels,WeaponSystem3,152mm_B-38,Gun,WeaponMagazine_152mm_3,Ammunition1,wp_cal_152mm,546
wp_kr_sverdlov,vessels,WeaponSystem4,152mm_B-38,Gun,WeaponMagazine_152mm_4,Ammunition1,wp_cal_152mm,546
wp_kr_sverdlov,vessels,WeaponSystem5,100mm_CM5,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,640
wp_kr_sverdlov,vessels,WeaponSystem6,100mm_CM5,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,640
wp_kr_sverdlov,vessels,WeaponSystem7,100mm_CM5,Gun,WeaponMagazine_100mm_3,Ammunition1,wp_cal_100mm_cm5,640
wp_kr_sverdlov,vessels,WeaponSystem8,100mm_CM5,Gun,WeaponMagazine_100mm_4,Ammunition1,wp_cal_100mm_cm5,640
wp_kr_sverdlov,vessels,WeaponSystem9,100mm_CM5,Gun,WeaponMagazine_100mm_5,Ammunition1,wp_cal_100mm_cm5,640
wp_kr_sverdlov,vessels,WeaponSystem10,100mm_CM5,Gun,WeaponMagazine_100mm_6,Ammunition1,wp_cal_100mm_cm5,640
wp_kr_sverdlov,vessels,WeaponSystem19,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_mpk_grisha3,vessels,WeaponSystem1,SA-N-4,Missile,WeaponMagazine_SA-N-4_1,Ammunition1,wp_sa-n-4,20
wp_mpk_grisha3,vessels,WeaponSystem2,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,48
wp_mpk_grisha3,vessels,WeaponSystem3,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_mpk_grisha3,vessels,WeaponSystem6,AK725,Gun,WeaponMagazine_AK725_1,Ammunition1,wp_cal_57mm,1100
wp_mpk_grisha3,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_mrk_nanuchka,vessels,WeaponSystem1,SA-N-4,Missile,WeaponMagazine_SA-N-4,Ammunition1,wp_sa-n-4,20
wp_mrk_nanuchka,vessels,WeaponSystem3,AK725,Gun,WeaponMagazine_AK725,Ammunition1,wp_cal_57mm,1100
wp_mrk_nanuchka,vessels,WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_ms_andizhan_armed,vessels,WeaponSystem1,AZP_S-60,Gun,S-60_Magazine,Ammunition1,nv_cal_57mm,600
wp_ms_roro_b,vessels,WeaponSystem1,SA-8,Missile,WeaponMagazine_SA-8,Ammunition1,wp_sa-8,18
wp_ms_roro_b,vessels,WeaponSystem2+WeaponSystem3,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,48
wp_ms_roro_b,vessels,WeaponSystem4,23mm_ZU-23,CIWS,WeaponMagazine_ZU-23,Ammunition1,wp_cal_23mm,12800
wp_ms_roro_b,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_msc_T43,vessels,WeaponSystem1,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,24
wp_msc_T43,vessels,WeaponSystem2+WeaponSystem3,V-11,Gun,WeaponMagazine_37mm,Ammunition1,wp_cal_37mm,2000
wp_msc_T43,vessels,WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7,14.5mm_2M-7,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_14mm,2600
wp_msc_T43K,vessels,WeaponSystem1,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,24
wp_msc_T43K,vessels,WeaponSystem2+WeaponSystem3,V-11,Gun,WeaponMagazine_37mm,Ammunition1,wp_cal_37mm,2000
wp_msc_T43K,vessels,WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7,14.5mm_2M-7,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_14mm,2600
wp_msc_kondor,vessels,WeaponSystem1,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,2600
wp_msc_kondor,vessels,WeaponSystem2,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,18
wp_msc_kondor_II,vessels,WeaponSystem1,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,2600
wp_msc_kondor_II,vessels,WeaponSystem2,25mm_2M-3,CIWS,WeaponMagazineCIWS_port,Ammunition1,wp_cal_25mm,2000
wp_msc_kondor_II,vessels,WeaponSystem3,25mm_2M-3,CIWS,WeaponMagazineCIWS_starboard,Ammunition1,wp_cal_25mm,2000
wp_msc_kondor_II,vessels,WeaponSystem4,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,18
wp_msc_kondor_II_85,vessels,WeaponSystem1,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,2600
wp_msc_kondor_II_85,vessels,WeaponSystem2,25mm_2M-3,CIWS,WeaponMagazineCIWS_port,Ammunition1,wp_cal_25mm,2000
wp_msc_kondor_II_85,vessels,WeaponSystem3,25mm_2M-3,CIWS,WeaponMagazineCIWS_starboard,Ammunition1,wp_cal_25mm,2000
wp_msc_kondor_II_85,vessels,WeaponSystem5,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,20
wp_msc_kondor_II_85,vessels,WeaponSystem4,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,18
wp_pb_don,vessels,WeaponSystem1,100mm_B-34,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,300
wp_pb_don,vessels,WeaponSystem2,100mm_B-34,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,300
wp_pb_don,vessels,WeaponSystem3,100mm_B-34,Gun,WeaponMagazine_100mm_3,Ammunition1,wp_cal_100mm_cm5,300
wp_pb_don,vessels,WeaponSystem4,100mm_B-34,Gun,WeaponMagazine_100mm_4,Ammunition1,wp_cal_100mm_cm5,300
wp_pb_don,vessels,WeaponSystem5+WeaponSystem6,ZIF-31,Gun,WeaponMagazine_ZIF31_Fwd,Ammunition1,wp_cal_57mm,1100
wp_pb_don,vessels,WeaponSystem7+WeaponSystem8,ZIF-31,Gun,WeaponMagazine_ZIF31_Rear,Ammunition1,wp_cal_57mm,1100
wp_pb_don,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_pb_zhuk,vessels,WeaponSystem1,14.5mm_2M-5,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_14mm,2600
wp_pb_zhuk_ME,vessels,WeaponSystem1,14.5mm_2M-5,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_14mm,2600
wp_pb_zhuk_ME,vessels,WeaponSystem2,14.5mm_2M-5,CIWS,WeaponMagazineCIWS_rear,Ammunition1,wp_cal_14mm,2200
wp_pkr_moskva,vessels,WeaponSystem1,SA-N-3,Missile,WeaponMagazine_SA-N-3_1,Ammunition1,wp_sa-n-3,48
wp_pkr_moskva,vessels,WeaponSystem2,SA-N-3,Missile,WeaponMagazine_SA-N-3_2,Ammunition1,wp_sa-n-3,48
wp_pkr_moskva,vessels,WeaponSystem3,AK725,Gun,WeaponMagazine_AK725_1,Ammunition1,wp_cal_57mm,1100
wp_pkr_moskva,vessels,WeaponSystem4,AK725,Gun,WeaponMagazine_AK725_2,Ammunition1,wp_cal_57mm,1100
wp_pkr_moskva,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_1,Ammunition1,wp_rgb-60,72
wp_pkr_moskva,vessels,WeaponSystem6,RBU6000,RBU,WeaponMagazine_RBU6000_2,Ammunition1,wp_rgb-60,72
wp_pkr_moskva,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_pt_libelle,vessels,WeaponSystem3,23mm_ZU-23,CIWS,WeaponMagazineGun_1,Ammunition1,wp_cal_23mm,2400
wp_pt_p4,vessels,WeaponSystem2,14.5mm_2M-5,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_14mm,1200
wp_pt_p6,vessels,WeaponSystem2+WeaponSystem3,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,1600
wp_pt_shershen,vessels,WeaponSystem2+WeaponSystem3,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,10000
wp_pt_shershen-e,vessels,WeaponSystem1,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,16
wp_pt_shershen-e,vessels,WeaponSystem4+WeaponSystem5,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,8000
wp_pt_shershen-er,vessels,WeaponSystem1+WeaponSystem2,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,10000
wp_pt_shershen-er,vessels,WeaponSystem3,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,16
wp_pt_stenka,vessels,WeaponSystem2+WeaponSystem3,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,10000
wp_pt_stenka,vessels,WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,WeaponMagazine_Noisemaker,Ammunition1,usn_adc_mk1_noisemaker,16
wp_pt_turya,vessels,WeaponSystem2,AK725,Gun,WeaponMagazine_AK725,Ammunition1,wp_cal_57mm,1100
wp_pt_turya,vessels,WeaponSystem3,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,1600
wp_pt_wisla,vessels,WeaponSystem2,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,1000
wp_ptg_komar,vessels,WeaponSystem2,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,800
wp_ptg_osa1,vessels,WeaponSystem2+WeaponSystem3,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,10000
wp_ptg_osa2,vessels,WeaponSystem2+WeaponSystem3,AK230,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,10000
wp_ptg_tarantul,vessels,WeaponSystem1,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,16
wp_ptg_tarantul,vessels,WeaponSystem3,AK176,Gun,WeaponMagazine_AK176,Ammunition1,wp_cal_76mm,162
wp_ptg_tarantul,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_ptg_tarantul_re,vessels,WeaponSystem1,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,16
wp_ptg_tarantul_re,vessels,WeaponSystem3,AK176,Gun,WeaponMagazine_AK176,Ammunition1,wp_cal_76mm,162
wp_ptg_tarantul_re,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_rkr_kirov,vessels,WeaponSystem1,SA-N-6,Missile,WeaponMagazine_SA-N-6,Ammunition1,wp_sa-n-6,96
wp_rkr_kirov,vessels,WeaponSystem2,SA-N-4,Missile,WeaponMagazine_SA-N-4_1,Ammunition1,wp_sa-n-4,20
wp_rkr_kirov,vessels,WeaponSystem3,SA-N-4,Missile,WeaponMagazine_SA-N-4_2,Ammunition1,wp_sa-n-4,20
wp_rkr_kirov,vessels,WeaponSystem5,SS-N-14,Missile,WeaponMagazine_SS-N-14,Ammunition1,wp_ss-n-14a,10
wp_rkr_kirov,vessels,WeaponSystem6,RBU6000,RBU,WeaponMagazine_RBU6000,Ammunition1,wp_rgb-60,72
wp_rkr_kirov,vessels,WeaponSystem8,RBU1000,RBU,WeaponMagazine_RBU1000_port,Ammunition1,wp_rgb-10,30
wp_rkr_kirov,vessels,WeaponSystem9,RBU1000,RBU,WeaponMagazine_RBU1000_starboard,Ammunition1,wp_rgb-10,30
wp_rkr_kirov,vessels,WeaponSystem12,100mm_AK-100,Gun,WeaponMagazine_AK100_1,Ammunition1,wp_cal_100mm,350
wp_rkr_kirov,vessels,WeaponSystem13,100mm_AK-100,Gun,WeaponMagazine_AK100_2,Ammunition1,wp_cal_100mm,350
wp_rkr_kirov,vessels,WeaponSystem14+WeaponSystem15+WeaponSystem16+WeaponSystem17+WeaponSystem18+WeaponSystem19+WeaponSystem20+WeaponSystem21,AK630,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,24000
wp_rkr_kirov,vessels,WeaponSystem22,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_rkr_kresta1,vessels,WeaponSystem1,SA-N-1,Missile,WeaponMagazine_SA-N-1_1,Ammunition1,wp_sa-n-1c,32
wp_rkr_kresta1,vessels,WeaponSystem2,SA-N-1,Missile,WeaponMagazine_SA-N-1_2,Ammunition1,wp_sa-n-1c,32
wp_rkr_kresta1,vessels,,,,WeaponMagazine_SA-N-1Early_1,Ammunition1,wp_sa-n-1,32
wp_rkr_kresta1,vessels,,,,WeaponMagazine_SA-N-1Early_2,Ammunition1,wp_sa-n-1,32
wp_rkr_kresta1,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,72
wp_rkr_kresta1,vessels,WeaponSystem6,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,72
wp_rkr_kresta1,vessels,WeaponSystem7,RBU1000,RBU,WeaponMagazine_RBU1000_port,Ammunition1,wp_rgb-10,30
wp_rkr_kresta1,vessels,WeaponSystem8,RBU1000,RBU,WeaponMagazine_RBU1000_starboard,Ammunition1,wp_rgb-10,30
wp_rkr_kresta1,vessels,WeaponSystem11,AK725,Gun,WeaponMagazine_AK725_1,Ammunition1,wp_cal_57mm,1100
wp_rkr_kresta1,vessels,WeaponSystem12,AK725,Gun,WeaponMagazine_AK725_2,Ammunition1,wp_cal_57mm,1100
wp_rkr_kresta1,vessels,WeaponSystem13,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_rkr_kynda,vessels,WeaponSystem1,SA-N-1,Missile,WeaponMagazine_SA-N-1,Ammunition1,wp_sa-n-1c,16
wp_rkr_kynda,vessels,,,,WeaponMagazine_ShaddockFront,Ammunition1,wp_ss-n-3b,4
wp_rkr_kynda,vessels,,,,WeaponMagazine_ShaddockRear,Ammunition1,wp_ss-n-3b,4
wp_rkr_kynda,vessels,WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,48
wp_rkr_kynda,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_rkr_kynda,vessels,WeaponSystem8,AK726,Gun,WeaponMagazine_AK726_1,Ammunition1,wp_cal_76mm,525
wp_rkr_kynda,vessels,WeaponSystem9,AK726,Gun,WeaponMagazine_AK726_2,Ammunition1,wp_cal_76mm,525
wp_rkr_kynda,vessels,WeaponSystem14,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_rkr_slava,vessels,WeaponSystem1,SA-N-6,Missile,WeaponMagazine_SA-N-6,Ammunition1,wp_sa-n-6,64
wp_rkr_slava,vessels,WeaponSystem2,SA-N-4,Missile,WeaponMagazine_SA-N-4_1,Ammunition1,wp_sa-n-4,20
wp_rkr_slava,vessels,WeaponSystem3,SA-N-4,Missile,WeaponMagazine_SA-N-4_2,Ammunition1,wp_sa-n-4,20
wp_rkr_slava,vessels,WeaponSystem6,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,48
wp_rkr_slava,vessels,WeaponSystem7,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_rkr_slava,vessels,WeaponSystem10,130mm_AK-130,Gun,WeaponMagazine_AK130,Ammunition1,wp_cal_130mm,500
wp_rkr_slava,vessels,WeaponSystem11+WeaponSystem12,AK630,CIWS,WeaponMagazineCIWS_1,Ammunition1,wp_cal_30mm,24000
wp_rkr_slava,vessels,WeaponSystem13+WeaponSystem14+WeaponSystem15+WeaponSystem16,AK630,CIWS,WeaponMagazineCIWS_2,Ammunition1,wp_cal_30mm,48000
wp_rkr_slava,vessels,WeaponSystem17,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_skr_krivak1,vessels,WeaponSystem1,SA-N-4,Missile,WeaponMagazine_SA-N-4_1,Ammunition1,wp_sa-n-4,20
wp_skr_krivak1,vessels,WeaponSystem2,SA-N-4,Missile,WeaponMagazine_SA-N-4_2,Ammunition1,wp_sa-n-4,20
wp_skr_krivak1,vessels,WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000_port,Ammunition1,wp_rgb-60,48
wp_skr_krivak1,vessels,WeaponSystem5,RBU6000,RBU,WeaponMagazine_RBU6000_starboard,Ammunition1,wp_rgb-60,48
wp_skr_krivak1,vessels,WeaponSystem8,AK726,Gun,WeaponMagazine_AK726_1,Ammunition1,wp_cal_76mm,1000
wp_skr_krivak1,vessels,WeaponSystem9,AK726,Gun,WeaponMagazine_AK726_2,Ammunition1,wp_cal_76mm,1000
wp_skr_krivak1,vessels,WeaponSystem10,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
