alias,category,variant,nation,service_date,hullnumber
usn_p-2h,aircraft,Squadron11,Netherlands,,
usn_p-2h,aircraft,Squadron12,US,,
usn_p-2h,aircraft,Squadron13,US,,
usn_p-3c,aircraft,Default,US,1977|1995,
usn_p-3c,aircraft,Squadron1,US,,
usn_p-3c,aircraft,Squadron2,US,,
usn_p-3c,aircraft,Squadron3,US,,
usn_p-3c,aircraft,Squadron4,US,,
usn_p-3c,aircraft,Squadron5,US,,
usn_p-3c,aircraft,Squadron6,US,,
usn_p-3c,aircraft,Squadron7,US,,
usn_p-3c,aircraft,Squadron8,US,,
usn_p-3c,aircraft,Squadron9,US,,
usn_p-3c,aircraft,Squadron10,US,,
usn_p-3c,aircraft,Squadron11,US,,
usn_p-3c,aircraft,Squadron12,US,,
usn_p-3c,aircraft,Squadron13,US,,
usn_p-3c,aircraft,Squadron14,US,,
usn_p-3c,aircraft,Squadron15,US,,
usn_p-3c,aircraft,Squadron16,US,,
usn_p-3c,aircraft,Squadron17,US,,
usn_p-3c,aircraft,Squadron18,US,,
usn_p-3c,aircraft,Squadron19,US,,
usn_p-3c,aircraft,Squadron20,US,,
usn_p-3c,aircraft,Squadron21,Japan,,
usn_p-3c,aircraft,Squadron22,Japan,,
usn_p-3c,aircraft,Squadron23,Japan,,
usn_p-3c,aircraft,Squadron24,Japan,,
usn_p-3c,aircraft,Squadron25,Japan,,
usn_p-3c,aircraft,Squadron26,Japan,,
usn_p-3c,aircraft,Squadron27,Japan,,
usn_p-3c,aircraft,Squadron28,Japan,,
usn_p-3c,aircraft,Squadron29,Japan,,
usn_p-3c,aircraft,Squadron30,Norway,,
usn_p-3c,aircraft,Squadron31,Australia,,
usn_p-3c,aircraft,Squadron32,Australia,,
usn_p-3c,aircraft,Squadron33,NewZealand,,
usn_p-3c,aircraft,Squadron34,US,,
usn_qh-50c,aircraft,Default,US,1962|1970,
usn_qh-50c,aircraft,Squadron1,US,,
usn_qh-50d,aircraft,Default,US,1966|1970,
usn_qh-50d,aircraft,Squadron1,US,1966|1970,
usn_qh-50d,aircraft,Squadron2,Japan,1966|1976,
usn_ra-3b,aircraft,Default,US,1956|1991,
usn_ra-3b,aircraft,Squadron1,US,,
usn_ra-3b,aircraft,Squadron2,US,,
usn_ra-5c,aircraft,Default,US,1962|1979,
usn_ra-5c,aircraft,Squadron1,US,,
usn_ra-5c,aircraft,Squadron2,US,,
usn_ra-5c,aircraft,Squadron3,US,,
usn_ra-5c,aircraft,Squadron4,US,,
usn_ra-5c,aircraft,Squadron5,US,,
usn_ra-5c,aircraft,Squadron6,US,,
usn_ra-5c,aircraft,Squadron7,US,,
usn_ra-5c,aircraft,Squadron8,US,,
usn_ra-5c,aircraft,Squadron9,US,,
usn_ra-5c,aircraft,Squadron10,US,,
usn_s-3a,aircraft,Default,US,1974|1990,
usn_s-3a,aircraft,Squadron1,US,,
usn_s-3a,aircraft,Squadron2,US,,
usn_s-3a,aircraft,Squadron3,US,,
usn_s-3a,aircraft,Squadron4,US,,
usn_s-3a,aircraft,Squadron5,US,,
usn_s-3a,aircraft,Squadron6,US,,
usn_s-3a,aircraft,Squadron7,US,,
usn_s-3a,aircraft,Squadron8,US,,
usn_s-3a,aircraft,Squadron9,US,,
usn_s-3a,aircraft,Squadron10,US,,
usn_sh-2f,aircraft,Default,US,1973|2001,
usn_sh-2f,aircraft,Squadron1,US,,
usn_sh-2f,aircraft,Squadron2,US,,
usn_sh-2f,aircraft,Squadron3,US,,
usn_sh-2f,aircraft,Squadron4,US,,
usn_sh-2f,aircraft,Squadron5,US,,
usn_sh-2f,aircraft,Squadron6,US,,
usn_sh-2f,aircraft,Squadron7,US,,
usn_sh-2f,aircraft,Squadron8,US,,
usn_sh-2f,aircraft,Squadron9,US,,
usn_sh-2f,aircraft,Squadron10,US,,
usn_sh-2f,aircraft,Squadron11,US,,
usn_sh-3h,aircraft,Default,US,1975|2006,
usn_sh-3h,aircraft,Squadron1,US,,
usn_sh-3h,aircraft,Squadron2,Iran,,
usn_v-19a,aircraft,Default,US,1980,
usn_v-19a,aircraft,Squadron1,US,,
usn_v-19a,aircraft,Squadron2,US,,
usn_v-19a,aircraft,Squadron3,US,,
wp_il-38,aircraft,Default,Soviet,1969,
wp_il-38,aircraft,Squadron1,Soviet,,
wp_il-38,aircraft,Squadron2,Soviet,,
wp_il-38,aircraft,Squadron3,Soviet,,
wp_ka-25,aircraft,Default,Soviet,1967,
wp_ka-25,aircraft,Squadron1,Soviet,,
wp_ka-25,aircraft,Squadron2,Soviet,,
wp_ka-25,aircraft,Squadron3,Soviet,,
wp_ka-25,aircraft,Squadron4,Soviet,,
wp_ka-25ts,aircraft,Default,Soviet,1971,
wp_ka-25ts,aircraft,Squadron1,Soviet,,
wp_ka-25ts,aircraft,Squadron2,Soviet,,
wp_ka-25ts,aircraft,Squadron3,Soviet,,
wp_ka-25ts,aircraft,Squadron4,Soviet,,
wp_ka-27,aircraft,Default,Soviet,1977,
wp_ka-27,aircraft,Squadron1,Soviet,,
wp_ka-27,aircraft,Squadron2,Soviet,,
wp_ka-27,aircraft,Squadron3,Soviet,,
wp_ka-27,aircraft,Squadron4,Soviet,,
wp_ka-27,aircraft,Squadron5,Soviet,,
wp_ka-27,aircraft,Squadron6,Soviet,,
wp_ka-27,aircraft,Squadron7,Soviet,,
wp_ka-27,aircraft,Squadron8,Soviet,,
wp_ka-29,aircraft,Default,Soviet,1985,
wp_ka-29,aircraft,Squadron1,Soviet,,
wp_ka-29,aircraft,Squadron2,Soviet,,
wp_ka-29,aircraft,Squadron3,Soviet,,
wp_lim-6,aircraft,Default,Poland,1963,
wp_lim-6,aircraft,Squadron1,DDR,,
wp_lim-6,aircraft,Squadron2,Poland,,
wp_lim-6,aircraft,Squadron3,Poland,,
wp_lim-6,aircraft,Squadron4,Poland,,
wp_mi-14,aircraft,Default,Soviet,1973,
wp_mi-14,aircraft,Squadron1,Soviet,,
wp_mi-14,aircraft,Squadron2,Soviet,,
wp_mi-14,aircraft,Squadron3,Soviet,,
wp_mi-14,aircraft,Squadron4,Soviet,,
wp_mi-14,aircraft,Squadron5,DDR,,
wp_mi-14,aircraft,Squadron6,Poland,,
wp_mig-17,aircraft,Default,Soviet,1951,
wp_mig-17,aircraft,Squadron1,Vietnam,,
wp_mig-17,aircraft,Squadron2,Vietnam,,
wp_mig-17,aircraft,Squadron3,Vietnam,,
wp_mig-17,aircraft,Squadron4,Vietnam,,
wp_mig-17,aircraft,Squadron5,Vietnam,,
wp_mig-17,aircraft,Squadron6,Vietnam,,
wp_mig-17,aircraft,Squadron7,Vietnam,,
wp_mig-17,aircraft,Squadron8,Vietnam,,
wp_mig-17,aircraft,Squadron9,Vietnam,,
wp_mig-17,aircraft,Squadron10,Vietnam,,
wp_mig-17,aircraft,Squadron11,Egypt,,
wp_mig-17,aircraft,Squadron12,Syria,,
wp_mig-17,aircraft,Squadron13,Algeria,,
wp_mig-17,aircraft,Squadron14,Algeria,,
wp_mig-17,aircraft,Squadron15,Cuba,,
wp_mig-21,aircraft,Default,Soviet,1970,
wp_mig-21,aircraft,Squadron1,Soviet,,
wp_mig-21,aircraft,Squadron2,Soviet,,
wp_mig-21,aircraft,Squadron3,Soviet,,
wp_mig-21,aircraft,Squadron4,Soviet,,
wp_mig-21,aircraft,Squadron5,Soviet,,
wp_mig-21,aircraft,Squadron6,Soviet,,
wp_mig-21,aircraft,Squadron7,Soviet,,
wp_mig-21,aircraft,Squadron8,Soviet,,
wp_mig-21,aircraft,Squadron9,Soviet,,
wp_mig-21,aircraft,Squadron10,Soviet,,
wp_mig-21,aircraft,Squadron11,Soviet,,
wp_mig-21,aircraft,Squadron12,Soviet,,
wp_mig-21,aircraft,Squadron13,Soviet,,
wp_mig-21,aircraft,Squadron14,Soviet,,
wp_mig-21,aircraft,Squadron15,DDR,,
wp_mig-21,aircraft,Squadron16,DDR,,
wp_mig-21,aircraft,Squadron17,DDR,,
wp_mig-21,aircraft,Squadron18,DDR,,
wp_mig-21,aircraft,Squadron19,DDR,,
wp_mig-21,aircraft,Squadron20,Poland,,
wp_mig-21,aircraft,Squadron21,Poland,,
wp_mig-21,aircraft,Squadron22,Vietnam,,
wp_mig-21,aircraft,Squadron23,Vietnam,,
wp_mig-21,aircraft,Squadron24,Egypt,,
wp_mig-21,aircraft,Squadron25,Egypt,,
wp_mig-21,aircraft,Squadron26,Egypt,,
wp_mig-21,aircraft,Squadron27,Egypt,,
wp_mig-21,aircraft,Squadron28,Egypt,,
wp_mig-21,aircraft,Squadron29,Egypt,,
wp_mig-21,aircraft,Squadron30,Egypt,,
wp_mig-21,aircraft,Squadron31,Egypt,,
wp_mig-21,aircraft,Squadron32,Egypt,,
wp_mig-21,aircraft,Squadron33,Egypt,,
wp_mig-21,aircraft,Squadron34,Egypt,,
wp_mig-21,aircraft,Squadron35,Egypt,,
wp_mig-21,aircraft,Squadron36,Egypt,,
wp_mig-21,aircraft,Squadron37,Egypt,,
wp_mig-21,aircraft,Squadron38,Syria,,
wp_mig-21,aircraft,Squadron39,Syria,,
wp_mig-21,aircraft,Squadron40,Syria,,
wp_mig-21,aircraft,Squadron41,Syria,,
wp_mig-21,aircraft,Squadron42,Syria,,
wp_mig-21,aircraft,Squadron43,Syria,,
wp_mig-21,aircraft,Squadron44,Syria,,
wp_mig-21,aircraft,Squadron45,Syria,,
wp_mig-21,aircraft,Squadron46,Syria,,
wp_mig-21,aircraft,Squadron47,Syria,,
wp_mig-21,aircraft,Squadron48,Syria,,
wp_mig-21,aircraft,Squadron49,Syria,,
wp_mig-21,aircraft,Squadron50,Syria,,
wp_mig-21,aircraft,Squadron51,Cuba,,
wp_mig-21,aircraft,Squadron52,South_Yemen,,
wp_mig-23a,aircraft,Default,Soviet,1983,
wp_mig-23a,aircraft,Squadron1,Soviet,,
wp_mig-23a,aircraft,Squadron2,Soviet,,
wp_mig-23a,aircraft,Squadron3,Soviet,,
wp_mig-23a,aircraft,Squadron4,Soviet,,
wp_mig-23a,aircraft,Squadron5,Soviet,,
wp_mig-23a,aircraft,Squadron6,Soviet,,
wp_mig-23mld,aircraft,Default,Soviet,1982,
wp_mig-23mld,aircraft,Squadron1,Soviet,,
wp_mig-23mld,aircraft,Squadron2,Soviet,,
wp_mig-23mld,aircraft,Squadron3,Soviet,,
wp_mig-23mld,aircraft,Squadron4,Soviet,,
wp_mig-23mld,aircraft,Squadron5,Soviet,,
wp_mig-23mld,aircraft,Squadron6,Soviet,,
wp_mig-23mld,aircraft,Squadron7,Soviet,,
wp_mig-23mld,aircraft,Squadron8,Soviet,,
wp_mig-23mld,aircraft,Squadron9,Soviet,,
wp_mig-23mld,aircraft,Squadron10,Soviet,,
wp_mig-23mld,aircraft,Squadron11,Soviet,,
wp_mig-23mld,aircraft,Squadron12,Soviet,,
wp_mig-23mld,aircraft,Squadron13,Soviet,,
wp_mig-23mld,aircraft,Squadron14,Soviet,,
wp_mig-23mld,aircraft,Squadron15,Soviet,,
wp_mig-23mld,aircraft,Squadron16,Soviet,,
wp_mig-23mld,aircraft,Squadron17,Soviet,,
wp_mig-23mld,aircraft,Squadron18,Soviet,,
wp_mig-23mld,aircraft,Squadron19,Soviet,,
wp_mig-23mld,aircraft,Squadron20,Soviet,,
wp_mig-23mld,aircraft,Squadron21,DDR,,
wp_mig-23mld,aircraft,Squadron22,Cuba,,
wp_mig-23ms,aircraft,Default,Soviet,1973,
wp_mig-23ms,aircraft,Squadron1,Iraq,,
wp_mig-23ms,aircraft,Squadron2,Iraq,,
wp_mig-23ms,aircraft,Squadron3,Iraq,,
wp_mig-23ms,aircraft,Squadron4,Libya,,
wp_mig-23ms,aircraft,Squadron5,Libya,,
wp_mig-23ms,aircraft,Squadron6,Libya,,
wp_mig-23ms,aircraft,Squadron7,Syria,,
wp_mig-23ms,aircraft,Squadron8,Syria,,
wp_mig-23ms,aircraft,Squadron9,Syria,,
wp_mig-25bm,aircraft,Default,Soviet,1977,
wp_mig-25bm,aircraft,Squadron1,Soviet,,
wp_mig-25bm,aircraft,Squadron2,Soviet,,
wp_mig-25bm,aircraft,Squadron3,Soviet,,
wp_mig-25p,aircraft,Default,Soviet,1970,
wp_mig-25p,aircraft,Squadron1,Iraq,,
wp_mig-25p,aircraft,Squadron2,Libya,,
wp_mig-25p,aircraft,Squadron3,Libya,,
wp_mig-25p,aircraft,Squadron4,Soviet,,
wp_mig-25p,aircraft,Squadron5,Soviet,,
wp_mig-25pd,aircraft,Default,Soviet,1978,
wp_mig-25pd,aircraft,Squadron1,Soviet,,
wp_mig-25pd,aircraft,Squadron2,Soviet,,
wp_mig-25pd,aircraft,Squadron3,Soviet,,
wp_mig-25pd,aircraft,Squadron4,Soviet,,
wp_mig-25pd,aircraft,Squadron5,Soviet,,
wp_mig-25pd,aircraft,Squadron6,Soviet,,
wp_mig-25pu,aircraft,Default,Soviet,1970,
wp_mig-25pu,aircraft,Squadron1,Soviet,,
wp_mig-25rb,aircraft,Default,Soviet,1970,
wp_mig-25rb,aircraft,Squadron1,Iraq,,
wp_mig-25rb,aircraft,Squadron2,Libya,,
wp_mig-25rb,aircraft,Squadron3,Soviet,,
wp_mig-25rb,aircraft,Squadron4,Soviet,,
wp_mig-25rb,aircraft,Squadron5,Soviet,,
wp_mig-25rb,aircraft,Squadron6,Soviet,,
wp_mig-27,aircraft,Default,Soviet,1972,
wp_mig-27,aircraft,Squadron1,Soviet,,
wp_mig-27,aircraft,Squadron2,Soviet,,
wp_mig-27,aircraft,Squadron3,Soviet,,
wp_mig-27,aircraft,Squadron4,Soviet,,
wp_mig-27,aircraft,Squadron5,Soviet,,
wp_mig-27,aircraft,Squadron6,Soviet,,
wp_mig-27,aircraft,Squadron7,Soviet,,
wp_mig-27,aircraft,Squadron8,Soviet,,
wp_mig-28,aircraft,Default,Soviet,1986,
wp_mig-28,aircraft,Squadron1,Soviet,,
wp_mig-28,aircraft,Squadron2,Cuba,,
wp_p-42,aircraft,Default,Soviet,1983,
wp_p-42,aircraft,Squadron1,Soviet,,
wp_p-42,aircraft,Squadron2,Soviet,,
wp_p-42,aircraft,Squadron3,Soviet,,
wp_p-42_rldn,aircraft,Default,Soviet,1983,
wp_p-42_rldn,aircraft,Squadron1,Soviet,,
wp_p-42_rldn,aircraft,Squadron2,Soviet,,
wp_p-42_rldn,aircraft,Squadron3,Soviet,,
wp_su-15,aircraft,Default,Soviet,1965,
wp_su-15,aircraft,Squadron1,Soviet,,
wp_su-15,aircraft,Squadron2,Soviet,,
wp_su-15,aircraft,Squadron3,Soviet,,
wp_su-15,aircraft,Squadron4,Soviet,,
wp_su-15,aircraft,Squadron5,Soviet,,
wp_su-15,aircraft,Squadron6,Soviet,,
wp_su-15,aircraft,Squadron7,Soviet,,
wp_su-15,aircraft,Squadron8,Soviet,,
wp_su-15,aircraft,Squadron9,Soviet,,
wp_su-15,aircraft,Squadron10,Soviet,,
wp_su-15,aircraft,Squadron11,Soviet,,
wp_su-15,aircraft,Squadron12,Soviet,,
wp_su-15,aircraft,Squadron13,Soviet,,
wp_su-15,aircraft,Squadron14,Soviet,,
wp_su-15,aircraft,Squadron15,Soviet,,
wp_su-15,aircraft,Squadron16,Soviet,,
wp_su-15,aircraft,Squadron17,Soviet,,
wp_su-24a,aircraft,Default,Soviet,1972,
wp_su-24a,aircraft,Squadron1,Soviet,,
wp_su-24a,aircraft,Squadron2,Soviet,,
wp_su-24a,aircraft,Squadron3,Soviet,,
wp_su-24a,aircraft,Squadron4,Soviet,,
wp_su-24m,aircraft,Default,Soviet,1979,
wp_su-24m,aircraft,Squadron1,Soviet,,
wp_su-24m,aircraft,Squadron2,Soviet,,
wp_su-24m,aircraft,Squadron3,Soviet,,
wp_taifun,aircraft,Default,Soviet,1983,
wp_taifun,aircraft,Squadron1,Soviet,,
wp_taifun,aircraft,Squadron2,Soviet,,
wp_taifun,aircraft,Squadron3,Soviet,,
wp_taifun_ew,aircraft,Default,Soviet,1983,
wp_taifun_ew,aircraft,Squadron1,Soviet,,
wp_taifun_ew,aircraft,Squadron2,Soviet,,
wp_taifun_ew,aircraft,Squadron3,Soviet,,
wp_tu-142m,aircraft,Default,Soviet,1975,
wp_tu-142m,aircraft,Squadron1,Soviet,,
wp_tu-142m,aircraft,Squadron2,Soviet,,
wp_tu-142m,aircraft,Squadron3,Soviet,,
wp_tu-142m,aircraft,Squadron4,Soviet,,
wp_tu-16,aircraft,Default,Soviet,1954,
wp_tu-16,aircraft,Squadron1,Soviet,,
wp_tu-16,aircraft,Squadron2,Soviet,,
wp_tu-16,aircraft,Squadron3,Soviet,,
wp_tu-16,aircraft,Squadron4,Egypt,,
wp_tu-16,aircraft,Squadron5,Egypt,,
wp_tu-16,aircraft,Squadron6,Iraq,,
wp_tu-16k,aircraft,Default,Soviet,1959,
wp_tu-16k,aircraft,Squadron1,Soviet,,
wp_tu-16k,aircraft,Squadron2,Soviet,,
wp_tu-16k,aircraft,Squadron3,Soviet,,
wp_tu-16k,aircraft,Squadron4,Soviet,,
wp_tu-16k,aircraft,Squadron5,Soviet,,
wp_tu-16k,aircraft,Squadron6,Soviet,,
wp_tu-16k,aircraft,Squadron7,Soviet,,
wp_tu-16k,aircraft,Squadron8,Soviet,,
wp_tu-16k,aircraft,Squadron9,Soviet,,
wp_tu-16k,aircraft,Squadron10,Soviet,,
wp_tu-16k,aircraft,Squadron11,Soviet,,
wp_tu-16k,aircraft,Squadron12,Soviet,,
wp_tu-16n,aircraft,Default,Soviet,1959,
wp_tu-16n,aircraft,Squadron1,Soviet,,
wp_tu-16n,aircraft,Squadron2,Soviet,,
wp_tu-16n,aircraft,Squadron3,Soviet,,
wp_tu-16n,aircraft,Squadron4,Soviet,,
wp_tu-16n,aircraft,Squadron5,Soviet,,
wp_tu-16n,aircraft,Squadron6,Soviet,,
wp_tu-16n,aircraft,Squadron7,Soviet,,
wp_tu-16n,aircraft,Squadron8,Soviet,,
wp_tu-16n,aircraft,Squadron9,Soviet,,
wp_tu-16n,aircraft,Squadron10,Soviet,,
wp_tu-16n,aircraft,Squadron11,Soviet,,
wp_tu-16n,aircraft,Squadron12,Soviet,,
wp_tu-16p,aircraft,Default,Soviet,1959,
wp_tu-16p,aircraft,Squadron1,Soviet,,
wp_tu-16p,aircraft,Squadron2,Soviet,,
wp_tu-16p,aircraft,Squadron3,Soviet,,
wp_tu-16p,aircraft,Squadron4,Soviet,,
wp_tu-16p,aircraft,Squadron5,Soviet,,
wp_tu-16p,aircraft,Squadron6,Soviet,,
wp_tu-22m2,aircraft,Default,Soviet,1976,
wp_tu-22m2,aircraft,Squadron1,Soviet,,
wp_tu-22m2,aircraft,Squadron2,Soviet,,
wp_tu-22m2,aircraft,Squadron3,Soviet,,
wp_tu-22m2,aircraft,Squadron4,Soviet,,
wp_tu-22m2,aircraft,Squadron5,Soviet,,
wp_tu-22m2,aircraft,Squadron6,Soviet,,
wp_tu-22m2,aircraft,Squadron7,Soviet,,
wp_tu-22m2,aircraft,Squadron8,Soviet,,
wp_tu-22m2,aircraft,Squadron9,Soviet,,
wp_tu-22m2,aircraft,Squadron10,Soviet,,
wp_tu-22m2,aircraft,Squadron11,Soviet,,
wp_tu-22m2,aircraft,Squadron12,Soviet,,
wp_tu-22m2,aircraft,Squadron13,Soviet,,
wp_tu-22m2,aircraft,Squadron14,Soviet,,
wp_tu-95rt,aircraft,Default,Soviet,1963,
wp_tu-95rt,aircraft,Squadron1,Soviet,,
wp_tu-95rt,aircraft,Squadron2,Soviet,,
wp_tu-95rt,aircraft,Squadron3,Soviet,,
wp_tu-95rt,aircraft,Squadron4,Soviet,,
wp_yak-38,aircraft,Default,Soviet,1976,
wp_yak-38,aircraft,Squadron1,Soviet,,
wp_yak-38,aircraft,Squadron2,Soviet,,
wp_yak-38,aircraft,Squadron3,Soviet,,
wp_yak-38,aircraft,Squadron4,Soviet,,
bio_blue_whale,biologic,Default,Unknown,,
bio_fin_whale,biologic,Default,Unknown,,
bio_humpback_whale,biologic,Default,Unknown,,
airfield_small_1,land_units,Default,US,,
airfield_small_1,land_units,Variant1,US,,
airfield_small_1,land_units,Variant2,Vietnam,,
airfield_small_1,land_units,Variant3,China,,
airfield_small_1,land_units,Variant4,China,,
airfield_small_1,land_units,Variant5,Japan,,
civ_car_pickup_1983_type63,land_units,Default,Terrorists,,
civ_car_pickup_1983_type63,land_units,Variant1,Syria,,
civ_car_pickup_1983_type63,land_units,Variant2,Iraq,,
civ_car_pickup_1983_type63,land_units,Variant3,Iran,,
civ_car_pickup_1983_type63,land_units,Variant4,Egypt,,
civ_car_pickup_1983_type63,land_units,Variant5,Pakistan,,
civ_car_pickup_1983_type63,land_units,Variant6,South_Yemen,,
civ_car_pickup_1983_type63,land_units,Variant7,North_Korea,,
civ_car_pickup_1983_type63,land_units,Variant8,Cuba,,
civ_car_pickup_1983_type63,land_units,Variant9,Terrorists,,
civ_car_pickup_1983_ub-16,land_units,Default,Terrorists,,
civ_car_pickup_1983_ub-16,land_units,Variant1,Syria,,
civ_car_pickup_1983_ub-16,land_units,Variant2,Iraq,,
civ_car_pickup_1983_ub-16,land_units,Variant3,Iran,,
civ_car_pickup_1983_ub-16,land_units,Variant4,Egypt,,
civ_car_pickup_1983_ub-16,land_units,Variant5,Pakistan,,
civ_car_pickup_1983_ub-16,land_units,Variant6,South_Yemen,,
civ_car_pickup_1983_ub-16,land_units,Variant7,North_Korea,,
civ_car_pickup_1983_ub-16,land_units,Variant8,Cuba,,
civ_car_pickup_1983_ub-16,land_units,Variant9,Terrorists,,
civ_car_pickup_1983_zu-23,land_units,Default,Terrorists,,
civ_car_pickup_1983_zu-23,land_units,Variant1,Syria,,
civ_car_pickup_1983_zu-23,land_units,Variant2,Iraq,,
civ_car_pickup_1983_zu-23,land_units,Variant3,Iran,,
civ_car_pickup_1983_zu-23,land_units,Variant4,Egypt,,
civ_car_pickup_1983_zu-23,land_units,Variant5,Pakistan,,
civ_car_pickup_1983_zu-23,land_units,Variant6,South_Yemen,,
civ_car_pickup_1983_zu-23,land_units,Variant7,North_Korea,,
civ_car_pickup_1983_zu-23,land_units,Variant8,Cuba,,
civ_car_pickup_1983_zu-23,land_units,Variant9,Terrorists,,
civ_comm_buildings,land_units,Default,US,,
civ_radiostation,land_units,Default,US,,
civ_spar_rig,land_units,Default,US,,
civ_tgt_bridge_3_part,land_units,Default,Unknown,,
civ_tgt_bridge_3_part,land_units,Variant1,Unknown,,
civ_tgt_bridge_6_part,land_units,Default,Unknown,,
civ_tgt_bridge_6_part,land_units,Variant1,Unknown,,
civ_tgt_bridge_arches_6_part,land_units,Default,Unknown,,
civ_tgt_bridge_arches_6_part,land_units,Variant1,Unknown,,
fin_100_56_TK,land_units,Default,Finland,,
fin_100_56_TK,land_units,Variant1,Finland,,
iqa_mbt_t-55_70,land_units,Default,Iraq,,
iqa_mbt_t-55_70,land_units,Variant1,Iraq,,
iqa_mbt_t-55_70,land_units,Variant2,Iraq,,
is_airbase_akureyri,land_units,Default,Iceland,,
is_airbase_akureyri,land_units,Variant1,Iceland,,
is_airbase_akureyri,land_units,Variant2,UK,,
is_airbase_isafjordur,land_units,Default,Iceland,,
is_airbase_isafjordur,land_units,Variant1,Iceland,,
is_airbase_keflavik,land_units,Default,Iceland,,
is_airbase_keflavik,land_units,Variant1,Iceland,,
is_airbase_reykjavik,land_units,Default,Iceland,,
is_airbase_reykjavik,land_units,Variant1,Iceland,,
is_airbase_reykjavik,land_units,Variant2,UK,,
jsdf_apc_type60,land_units,Default,Japan,,
jsdf_apc_type60,land_units,Variant1,Japan,,
jsdf_apc_type60,land_units,Variant2,Japan,,
jsdf_apc_type73,land_units,Default,Japan,,
jsdf_apc_type73,land_units,Variant1,Japan,,
jsdf_mbt_type74,land_units,Default,Japan,,
jsdf_mbt_type74,land_units,Variant1,Japan,,
jsdf_mbt_type74,land_units,Variant2,Japan,,
jsdf_sam_type81,land_units,Default,Japan,,
jsdf_sam_type81,land_units,Variant1,Japan,,
nato_aaa_gdf,land_units,Default,Switzerland,,
nato_aaa_gdf,land_units,Variant1,Switzerland,,
nato_aaa_gdf,land_units,Variant2,UK,,
nato_aaa_gdf,land_units,Variant3,Spain,,
nato_aaa_gdf,land_units,Variant4,Italy,,
nato_aaa_gdf,land_units,Variant5,Belgium,,
nato_aaa_gdf,land_units,Variant6,Denmark,,
nato_aaa_gdf,land_units,Variant7,Germany,,
nato_aaa_gdf,land_units,Variant8,Japan,,
nato_ewr_station,land_units,Default,US,,
nato_ewr_station,land_units,Variant1,US,,
nato_ewr_station,land_units,Variant2,UK,,
nato_ewr_station,land_units,Variant3,France,,
nato_ewr_station,land_units,Variant4,Spain,,
nato_ewr_station,land_units,Variant5,Greece,,
nato_ewr_station,land_units,Variant6,Canada,,
nato_ewr_station,land_units,Variant7,Australia,,
nato_ewr_station,land_units,Variant8,Germany,,
nato_fps-20_radar,land_units,Default,US,,
nato_fps-20_radar,land_units,Variant1,US,,
nato_fps-20_radar,land_units,Variant2,Philippines,,
nato_fps-6_radar,land_units,Default,US,,
nato_fps-6_radar,land_units,Variant1,US,,
nato_fps-6_radar,land_units,Variant2,Philippines,,
nato_large_ewr_station,land_units,Default,US,,
nato_large_ewr_station,land_units,Variant1,UK,,
nato_radar,land_units,Default,US,,
nato_radar,land_units,Variant1,US,,
nato_radar,land_units,Variant2,UK,,
nato_radar,land_units,Variant3,Spain,,
nato_radar,land_units,Variant4,Italy,,
nato_radar,land_units,Variant5,Belgium,,
nato_radar,land_units,Variant6,Denmark,,
nato_radar,land_units,Variant7,Germany,,
nato_sam_skyguard,land_units,Default,Switzerland,,
nato_sam_skyguard,land_units,Variant1,Egypt,,
nato_sam_skyguard,land_units,Variant2,Greece,,
nato_sam_skyguard,land_units,Variant3,Spain,,
nato_sam_skyguard,land_units,Variant4,Italy,,
nato_sam_skyguard,land_units,Variant5,RoC,,
nato_sam_skyguard,land_units,Variant6,Thailand,,
nato_small_airbase,land_units,Default,US,,
nato_small_airbase,land_units,Variant1,US,,
nato_tps-27_radar,land_units,Default,US,,
nato_tps-27_radar,land_units,Variant1,US,,
nato_tps-27_radar,land_units,Variant2,UK,,
nato_tps-27_radar,land_units,Variant3,Spain,,
nato_tps-27_radar,land_units,Variant4,Italy,,
nato_tps-27_radar,land_units,Variant5,Belgium,,
nato_tps-27_radar,land_units,Variant6,Denmark,,
nato_tps-27_radar,land_units,Variant7,Germany,,
nato_very_small_airbase,land_units,Default,US,,
nato_very_small_airbase,land_units,Variant1,US,,
nv_130mm_coastal_artillery,land_units,Default,Vietnam,,
nv_130mm_coastal_artillery,land_units,Variant1,Vietnam,,
nv_bofors,land_units,Default,Vietnam,,
nv_bofors,land_units,Variant1,Vietnam,,
nv_coastal_artillery,land_units,Default,Vietnam,,
nv_coastal_artillery,land_units,Variant1,Vietnam,,
nv_headquarters,land_units,Default,Vietnam,,
nv_headquarters,land_units,Variant1,Vietnam,,
nv_ks-19,land_units,Default,Vietnam,,
nv_ks-19,land_units,Variant1,Vietnam,,
nv_ks-19,land_units,Variant2,Soviet,,
nv_mlrs_grad_emplacement,land_units,Default,Vietnam,,
nv_mlrs_grad_emplacement,land_units,Variant1,Vietnam,,
nv_pt_boats_docks,land_units,Default,Vietnam,,
nv_pt_boats_docks,land_units,Variant1,Vietnam,,
nv_pt_boats_docks_small,land_units,Default,Vietnam,,
nv_pt_boats_docks_small,land_units,Variant1,Vietnam,,
nv_s-60,land_units,Default,Vietnam,,
nv_s-60,land_units,Variant1,Vietnam,,
nv_watchtower,land_units,Default,Vietnam,,
nv_watchtower,land_units,Variant1,Vietnam,,
nv_zu-23,land_units,Default,Vietnam,,
nv_zu-23,land_units,Variant1,Vietnam,,
